date|source|issue_title|related_content|keywords|description|source_url|image_url
2026-07-27|극장/박스오피스|[AI박스오피스] '호프' 300만 돌파 질주…'스파이더맨' 예매량 63만 넘겨 - 뉴스핌|AI박스오피스|영화,박스오피스,영화진흥위원회,AI박스오피스,호프,300만,돌파,질주,스파이더맨,예매량,63만,넘겨,뉴스핌|[AI박스오피스] '호프' 300만 돌파 질주…'스파이더맨' 예매량 63만 넘겨 뉴스핌|https://news.google.com/rss/articles/CBMiXEFVX3lxTE5YTjFZMnEyb1dudmc1UmprLTRtU093Nm5PUFBjTFdSbGFBeWFCaXE1T3ZJSGRKMTNqZDhpcWxvU0ZMdW15T0l4RGRKU2FzMUVLRFcyNjhLRVRFWFhM?oc=5|
2026-07-27|극장/박스오피스|영화 흥행 탄 '프로젝트 헤일메리'…밀리의서재 '내서재' 1위 - 연합뉴스|프로젝트 헤일메리|영화,흥행,개봉,프로젝트,헤일메리,밀리의서재,내서재,1위,연합뉴스|영화 흥행 탄 '프로젝트 헤일메리'…밀리의서재 '내서재' 1위 연합뉴스|https://news.google.com/rss/articles/CBMiW0FVX3lxTE0wWkJMNjNwU2QzZ29mVVFvaHdLWDlPRG9pN2V1MjRIcjNZUnRuWDdIZGtlSG43VkNxZTJFc000SDhQLU80S1RiR1M0TEI5cTVhUE1aUXFzUlhRYWfSAWBBVV95cUxPNGc0TFJaSXpLS0pYVm5wV09LcmFiSDNMcnJ0R0haeUxheWFjdDR5cFgzVDhTUzNsMjVNQzcxblljUXhvTkhTSVpNOXp2RUF2Z3gyLUI0bVJLcU9YbDVEUkU?oc=5|
2026-07-27|뉴스/공식자료|"'호프' 340만 돌파 속 나홍진 예능감 화제…""루마니아 개울가 돌 주워 사우나 만들었다"" - 네이트"|호프|예능,화제,호프,340만,돌파,나홍진,예능감,루마니아,개울가|"뉴스/공식자료에서 ''호프' 340만 돌파 속 나홍진 예능감 화제…""루마니아 개울가 돌 주워 사우나 만들었다"" - 네이트' 관련 이슈가 확인됨."|https://news.google.com/rss/articles/CBMiYEFVX3lxTE5UcnI1UjdSV2x2QW9INUVkWFFhM25kSXN4NzhyWS1MYVRUM2hJWkFTOTNDQnlNLTNreHZXcHA3eEpVMHZNeERfNU5LdDhhbDV6Qk5kX2xFVkdjQlB1RnZKcw?oc=5|
2026-07-27|OTT/랭킹|이상민 괜히 ‘지니어스2’ 우승한게 아니었네(피의 게임X) - 뉴스엔|이상민 괜히 ‘지니어스2’ 우승한게 아니었네(피의 게임|웨이브,오리지널,이상민,괜히,지니어스2,우승한게,아니었네,피의,게임X,뉴스엔|OTT/랭킹에서 '이상민 괜히 ‘지니어스2’ 우승한게 아니었네(피의 게임X) - 뉴스엔' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMie0FVX3lxTFBSU0tGSEFPTF9pZk5JekVrM0I0YlYxNnV2OW85Vmt5N1U0YmNfT2JwaW0wWVFjREE1eHNEXzhnM1J3bW1rZU5qdGltTnFfZ19NaGttYmNQcGktandEU09PaG1qTU53Z0NrclZ3N2FrUzZ2aTUwcmRJeHFrcw?oc=5|
2026-07-27|OTT/랭킹|디즈니플러스, 메이저리그·LOL 대회 생중계 - v.daum.net|디즈니플러스, 메이저리그·LOL 대회 생중계|디즈니플러스,한국,콘텐츠,메이저리그,LOL,대회,생중계,daum,net|OTT/랭킹에서 '디즈니플러스, 메이저리그·LOL 대회 생중계 - v.daum.net' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMiT0FVX3lxTE81QTZCa3o1Ql9LUU9DOHA3TjE0aXhBOGxtX24zYzB5aUtMWE1NdU9mQzhNMVZqSmVzeFRyV1BhTnFHcEo3dmQxU3JNSFk3Yk0?oc=5|
2026-07-27|OTT/랭킹|디즈니플러스, 이정후·송성문 메이저리그 '생중계' 나선다 - 머니투데이 - 머니투데이|생중계|디즈니플러스,한국,콘텐츠,이정후,송성문,메이저리그,생중계,나선다,머니투데이|OTT/랭킹에서 '디즈니플러스, 이정후·송성문 메이저리그 '생중계' 나선다 - 머니투데이 - 머니투데이' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMibEFVX3lxTE15ZTBGR2ZvNXFoRXpuOUtDS3NUNkV0SXlsRUxkdFJFRlJsMUZVUjZBak5zbHF4WmVtd2NTaTdSU2NLRGl5N1U1SzcyZzZhVDV4M3hZS2xWSTNMZkpmNEdRRmZTLUI4a1hoTHhUb9IBbEFVX3lxTE15ZTBGR2ZvNXFoRXpuOUtDS3NUNkV0SXlsRUxkdFJFRlJsMUZVUjZBak5zbHF4WmVtd2NTaTdSU2NLRGl5N1U1SzcyZzZhVDV4M3hZS2xWSTNMZkpmNEdRRmZTLUI4a1hoTHhUbw?oc=5|
2026-07-27|OTT/랭킹|"""MLB부터 LoL까지""…디즈니+, 라이브 스트리밍 확대 - 뉴시스"|MLB부터 LoL까지|디즈니플러스,한국,콘텐츠,MLB부터,LoL까지,디즈니,라이브,스트리밍,확대,뉴시스|"OTT/랭킹에서 '""MLB부터 LoL까지""…디즈니+, 라이브 스트리밍 확대 - 뉴시스' 관련 이슈가 확인됨."|https://news.google.com/rss/articles/CBMiYEFVX3lxTE1vLURYTlpYQjlOTlZVMG9qN203VXBqWFdYcm5xY0N4NUNFeHRvcnkyTEFuR1o3eGhJUTJOVkNvVjJTRVdLTG9iLWQ1YXFXU3FkLUhrZDRUaEVoczREV1lpctIBeEFVX3lxTFA0TnlWVF9zamFWU01oRWp3VEF2aVNFRTBpSHNuSFh5LUNsOHA2UHZEa1dIandfWU05Q0ZyTENma210c251bGRoUXVlS1lPTEFSbGgxN0F4ZzU3cm5FMmxqSEY1dkRfVnpjNzJJSU9zdWdYaGFPbHo2UA?oc=5|
2026-07-27|뉴스/공식자료|붐 딸 최초 공개부터 장동민 천재 아들까지…아이들과 함께 산행 오르며 화제 모으는 예능 ('최우수산') - v.daum.net|최우수산|예능,공개,화제,최초,공개부터,장동민,천재,아들까지,아이들과,함께,산행|뉴스/공식자료에서 '붐 딸 최초 공개부터 장동민 천재 아들까지…아이들과 함께 산행 오르며 화제 모으는 예능 ('최우수산') - v.daum.net' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMiT0FVX3lxTFA1Zk5ZWmE0Z2Z4ejZwSFd3SFlKYm5BRVM3MThSS2FydmVnTjhfRGtkb1lXdXY0UG5EREUySDRJSERuV0FQZnZ3OHIxSGdPVEE?oc=5|
2026-07-27|OTT/랭킹|'김부장'1위에 '동궁''아파트''오싹한 연애'까지...넷플릭스 TOP 10에 한국 드라마 5편[K-EYES] - 머니투데이 - 머니투데이|김부장|드라마,넷플릭스,한국,김부장,1위에,동궁,아파트,오싹한,연애,까지|OTT/랭킹에서 ''김부장'1위에 '동궁''아파트''오싹한 연애'까지...넷플릭스 TOP 10에 한국 드라마 5편[K-EYES] - 머니투데이 - 머니투데이' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMieEFVX3lxTE44TVY2XzhXb2I5dEF3WUEteTB4dHNNbXJ3ZjZXcnQ0cTY1STREZy0weFVPOWJaS1haRm9KYVk0QXprSlp2TmtRNWpvR0dJNjhPTGh3a1ZiYTJvT1k2dGZKNnJqQzRUSFF6U0V4Q3JUMkhGeGxyaU42OdIBeEFVX3lxTE44TVY2XzhXb2I5dEF3WUEteTB4dHNNbXJ3ZjZXcnQ0cTY1STREZy0weFVPOWJaS1haRm9KYVk0QXprSlp2TmtRNWpvR0dJNjhPTGh3a1ZiYTJvT1k2dGZKNnJqQzRUSFF6U0V4Q3JUMkhGeGxyaU42OQ?oc=5|
2026-07-27|OTT/랭킹|이상민, 고도의 위장 전술부터 리더십까지 ‘피의 게임X’ 흐름 완벽 장악 - 스포츠경향|이상민, 고도의 위장 전술부터 리더십까지 ‘피의 게임X|웨이브,오리지널,이상민,고도의,위장,전술부터,리더십까지,피의,게임X,흐름|OTT/랭킹에서 '이상민, 고도의 위장 전술부터 리더십까지 ‘피의 게임X’ 흐름 완벽 장악 - 스포츠경향' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMiY0FVX3lxTFAyZURoeXBSaGkwNksxSmNYbzFsOWhsSFRxRVdQV29CT1lpUVJzMUVlN0hTWU9pd3pRZXllbC1TaXR3RWM0em9TT2xxU2pBTnI4T2oxcFFPS2owWFV6Yzc5MVdKNNIBY0FVX3lxTFAyZURoeXBSaGkwNksxSmNYbzFsOWhsSFRxRVdQV29CT1lpUVJzMUVlN0hTWU9pd3pRZXllbC1TaXR3RWM0em9TT2xxU2pBTnI4T2oxcFFPS2owWFV6Yzc5MVdKNA?oc=5|
2026-07-27|뉴스/공식자료|"'호프' 340만 돌파 속 나홍진 예능감 화제…""루마니아 개울가 돌 주워 사우나 만들었다"" - 네이트"|호프|예능,화제,호프,340만,돌파,나홍진,예능감,루마니아,개울가|"뉴스/공식자료에서 ''호프' 340만 돌파 속 나홍진 예능감 화제…""루마니아 개울가 돌 주워 사우나 만들었다"" - 네이트' 관련 이슈가 확인됨."|https://news.google.com/rss/articles/CBMiU0FVX3lxTE1MdTFxQXVLcktmbFBWTHo0VU01WE5YTVhCVXNieThRUFNzd29vcFl2T3NqN1BCaXYtRnZJcUFEMkdrcndON2NoT2NnN2dXWlJCbVln?oc=5|
2026-07-27|뉴스/공식자료|붐 딸 최초 공개부터 장동민 천재 아들까지…아이들과 함께 산행 오르며 화제 모으는 예능 (‘최우수산’) - mhnse.com|최우수산|예능,공개,화제,최초,공개부터,장동민,천재,아들까지,아이들과,함께,산행,오르며,모으는,최우수산,mhnse,com|붐 딸 최초 공개부터 장동민 천재 아들까지…아이들과 함께 산행 오르며 화제 모으는 예능 (‘최우수산’) mhnse.com|https://news.google.com/rss/articles/CBMiY0FVX3lxTE4xdlFFR19Wb0hxUEd1T0hwNGkwdEN6dHdOWkNPMm5acXIydUYtWjZhc0N6NllIRVpxRGlXT3JvbVRzTm9mZkVRRFNPMEw5blp4bF9HRmsxMVh4NWRDVE15R3g3VdIBa0FVX3lxTFA0dmVPMFhTTm9RR3lTbFg3T0tMNlFSeEdHUTJjem5FcTVlRlhrOHg4bUd3Qk9hRm5NeEVVRDB4cl9RMnJkZkJ5XzVodms1OE0wNU1FMkFjY3lzSlZENHRXc0x6dXlTQ0dkRzVN?oc=5|
2026-07-27|뉴스·공식자료|'내일도 출근!' 서인국, 박지현 위해 회사 떠날 결심...시청률 소폭 상승 4.6% [종합] - 아이즈(ize)|종합|드라마,시청률,상승,내일도,출근,서인국,박지현,위해,회사,떠날,결심,소폭,종합,아이즈,ize|'내일도 출근!' 서인국, 박지현 위해 회사 떠날 결심...시청률 소폭 상승 4.6% [종합] 아이즈(ize)|https://news.google.com/rss/articles/CBMiZkFVX3lxTE91ZzFXOFA5a05KbVdrSS13T01sNWNMSVN2TkI2NjZPWGZBT2hTSFg0dWdXZGxxUXJUMGl2VFNxZEpvZ0xQdDBmMnQtNjloYVdPUW5pR2dBdHFCS3p5M1lfaGk4cmxxQdIBakFVX3lxTE1SN3BLM3AxcWp4cWYwRG1JRzRiaFVhVFhPMUVwT2pnWlRQMGliNWc2a3hodnZUYTNEZXpqeTdQTE16bHRsNS1hRVZyS3lZTXpOcF85WG0xRVJpQzVCVlQtRG5VNWVVUlYwZ3c?oc=5|https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw
2026-07-27|뉴스·공식자료|KBS 일낼까…첫방 11.7%→단 2회 만에 13% 뚫은 ‘한국 드라마’ - 위키트리|KBS 일낼까|드라마,시청률,상승,KBS,일낼까,첫방,11,2회,만에,13,뚫은,위키트리|KBS 일낼까…첫방 11.7%→단 2회 만에 13% 뚫은 ‘한국 드라마’ 위키트리|https://news.google.com/rss/articles/CBMiVkFVX3lxTE53UXJ3M2RnRklaUFozTENQUWV1bzBqaFBNQkNyVGFRVnRWazdqVFUtYWFqVHdMakVLZkc2MzctaDRvT3FGUHFEZFUyTHZ3UXRlbHlmSW1B?oc=5|https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw
2026-07-27|뉴스·공식자료|KBS도 대박 났다...'시청률 9.2%'→동시간 1위 찍고 2배 수직상승한 韓 드라마 ('결혼의 완성') - v.daum.net|시청률 9.2%|드라마,시청률,상승,KBS도,대박,났다,동시간,1위,찍고,2배,수직상승한,결혼의,완성,daum,net|KBS도 대박 났다...'시청률 9.2%'→동시간 1위 찍고 2배 수직상승한 韓 드라마 ('결혼의 완성') v.daum.net|https://news.google.com/rss/articles/CBMiT0FVX3lxTE5KWkpYRjF4VmhvZDZCY24yM1hQVE1YeDRnVzF3YU5vamJWeEN4dERIMDJpeFpRejJ4aU1jVHRxYVdKMG53MENXemZsMGhtVk0?oc=5|https://lh3.googleusercontent.com/J6_coFbogxhRI9iM864NL_liGXvsQp2AupsKei7z0cNNfDvGUmWUy20nuUhkREQyrpY4bEeIBuc=s0-w300-rw
2026-07-27|뉴스/공식자료|황민현 주연 ‘스터디그룹2’→‘부활남’ 시리즈…와이랩, 차기 라인업 공개 - 싱글리스트|스터디그룹2|공개,라인업,콘텐츠,황민현,주연,스터디그룹2,부활남,시리즈,와이랩,차기,싱글리스트|황민현 주연 ‘스터디그룹2’→‘부활남’ 시리즈…와이랩, 차기 라인업 공개 싱글리스트|https://news.google.com/rss/articles/CBMiZkFVX3lxTE9ORUxwX3FkMGJxV2ZSY1RnSDF5UzFpSlNHc0w2T1dHSV92RVN5UlY4emxpOEgwSXBIWm1Mc3VrRXpjUE0wU29MTzhSd1E1QkJVMU4xTEFtY3dhMEZZN3M1ZTdwRm9ydw?oc=5|
2026-07-27|뉴스/공식자료|"'김부장' 서수민 ""SNS 영상 200만 뷰 화제→배우·아이돌 회사서 연락 多→배우로 데뷔했죠"" [인터뷰①] - 네이트"|인터뷰①|SNS,화제,아이돌,배우,인터뷰,김부장,서수민,200만,회사서,연락,배우로,데뷔했죠,네이트|"'김부장' 서수민 ""SNS 영상 200만 뷰 화제→배우·아이돌 회사서 연락 多→배우로 데뷔했죠"" [인터뷰①] 네이트"|https://news.google.com/rss/articles/CBMiYEFVX3lxTE5ndmQ5OWhZVy1lcG1VRVJTaFVJclFrYlpoNDlzZVlvcVlBdk01d2pBTVY5UUdfVG1rYWJZTFdORmdZQUIwZ0VxZ1NuYXZpU2tteFd6QVRLMjhzSFY1dkVuZQ?oc=5|
2026-07-27|OTT/랭킹|'김부장'1위에 '동궁''아파트''오싹한 연애'까지...넷플릭스 TOP 10에 한국 드라마 5편[K-EYES] - starnewskorea.com|K-EYES|드라마,넷플릭스,김부장,1위에,동궁,아파트,오싹한,연애,까지,TOP,10에,5편,EYES,starnewskorea,com|'김부장'1위에 '동궁''아파트''오싹한 연애'까지...넷플릭스 TOP 10에 한국 드라마 5편[K-EYES] starnewskorea.com|https://news.google.com/rss/articles/CBMiggFBVV95cUxQNVVMdnFMbXVhOXZlM0V0QXJoVWNOSF81UDA1Zi1YdHFMWnltZlNzdlZ0ejl6SDI1cXIzRXBaZGs4SHgxSE15UEdZTlpkbkc5Vlk1SVJmV0VTRWsxWlpxbUk2SXQ2aFZRSEQ5MVM2NWRmRF9RUnpHWjZHZkdQTjRFSkt3?oc=5|
2026-07-27|OTT/랭킹|웨이브 '피의 게임X' 충격 폭로…출연자 상해 및 안전 문제 논란 확산 - 한국사회복지저널|피의 게임X|웨이브,출연,오리지널,피의,게임X,충격,폭로,출연자,상해,안전,문제,논란,확산,한국사회복지저널|웨이브 '피의 게임X' 충격 폭로…출연자 상해 및 안전 문제 논란 확산 한국사회복지저널|https://news.google.com/rss/articles/CBMia0FVX3lxTE5sanVGQUdIaXNTNHdZSVFzanVySW4wRHRZS0VkWGVUUWt3X25ScDRrVFZLNEpaejNDUGQ4N0J2QmM4bC0wYlBvMVBaVHkwUWNISFRvOUFpSDhCZUloaEpFRHl3eXVMdU1XM3dN?oc=5|
2026-07-27|OTT/랭킹|이상민 괜히 ‘지니어스2’ 우승한게 아니었네(피의 게임X) - 뉴스엔|지니어스2|웨이브,오리지널,이상민,괜히,지니어스2,우승한게,아니었네,피의,게임X,뉴스엔|이상민 괜히 ‘지니어스2’ 우승한게 아니었네(피의 게임X) 뉴스엔|https://news.google.com/rss/articles/CBMiaEFVX3lxTFBJMmxXTTZLZlJ3T282UGZ2TC1USFB0YmtFVjEtb0tnM2k4N3ktRUJXSTZRcXg2enQxNWl2dk5hWi0tUVlRY2E2NC1aaGpZUlRHNUtXSlhOWU9aX3lJSXlzMm5qZlJ1Yk9i?oc=5|
2026-07-27|OTT/랭킹|디즈니플러스, 메이저리그·LOL 대회 생중계 - v.daum.net|디즈니플러스, 메이저리그·LOL 대회 생중계|디즈니플러스,콘텐츠,메이저리그,LOL,대회,생중계,daum,net|디즈니플러스, 메이저리그·LOL 대회 생중계 v.daum.net|https://news.google.com/rss/articles/CBMiRkFVX3lxTE9MWnZxSVpNTHVNTEVzbXZQekdQbzV3VVB1OXJfUzdPQm9BeGhtU0JBYXVpTFllWHhyVVNzLVIydFlNRjVuUnc?oc=5|
2026-07-27|OTT/랭킹|"""MLB부터 LoL까지""…디즈니+, 라이브 스트리밍 확대 - 뉴시스"|MLB부터 LoL까지|디즈니플러스,콘텐츠,MLB부터,LoL까지,디즈니,라이브,스트리밍,확대,뉴시스|"""MLB부터 LoL까지""…디즈니+, 라이브 스트리밍 확대 뉴시스"|https://news.google.com/rss/articles/CBMieEFVX3lxTFA0TnlWVF9zamFWU01oRWp3VEF2aVNFRTBpSHNuSFh5LUNsOHA2UHZEa1dIandfWU05Q0ZyTENma210c251bGRoUXVlS1lPTEFSbGgxN0F4ZzU3cm5FMmxqSEY1dkRfVnpjNzJJSU9zdWdYaGFPbHo2UNIBeEFVX3lxTFA0TnlWVF9zamFWU01oRWp3VEF2aVNFRTBpSHNuSFh5LUNsOHA2UHZEa1dIandfWU05Q0ZyTENma210c251bGRoUXVlS1lPTEFSbGgxN0F4ZzU3cm5FMmxqSEY1dkRfVnpjNzJJSU9zdWdYaGFPbHo2UA?oc=5|
2026-07-27|OTT/랭킹|디즈니플러스, 이스포츠·야구·뮤직페스티벌 등 라이브 콘텐츠 확대 - 아이러브PC방||디즈니플러스,콘텐츠,이스포츠,야구,뮤직페스티벌,라이브,확대,아이러브PC방|디즈니플러스, 이스포츠·야구·뮤직페스티벌 등 라이브 콘텐츠 확대 아이러브PC방|https://news.google.com/rss/articles/CBMib0FVX3lxTE5oR24xU1FiMTVlWkctdWZvTVhrOENmM3dPRHpxNW9BODlMeHBFcm43d2FpSzUtUU1PNXNVWUZIWkFGNDVqTzV3RGhwQjBhSVpkdG9TTnZZNHpwa2JNMjEteE0zeGZhbnlCeHVMV09PMA?oc=5|
2026-07-27|OTT/랭킹|디즈니플러스, 이정후·송성문 메이저리그 '생중계' 나선다 - 네이트|생중계|디즈니플러스,콘텐츠,이정후,송성문,메이저리그,생중계,나선다,네이트|디즈니플러스, 이정후·송성문 메이저리그 '생중계' 나선다 네이트|https://news.google.com/rss/articles/CBMiU0FVX3lxTFBzOGZLNU5LYzEzNzNXdXdROUxBN0I4Yml5Uk5Tc1JSOGVqTXdYZXRSVkVDRFVwbUJwS0I4bWxybHRtcERsY1hOd01KLXVSd2gzUlZJ?oc=5|
2026-07-27|OTT/랭킹|MLB부터 LoL·롤라팔루자까지…디즈니플러스, 팬덤 플랫폼 전략 본격화 - 네이트|MLB부터 LoL·롤라팔루자까지|디즈니플러스,콘텐츠,MLB부터,LoL,롤라팔루자까지,팬덤,플랫폼,전략,본격화,네이트|MLB부터 LoL·롤라팔루자까지…디즈니플러스, 팬덤 플랫폼 전략 본격화 네이트|https://news.google.com/rss/articles/CBMiU0FVX3lxTE9xM1hycUFvT2wySzVSd3RkX3NEU083Z3NwN09ldVA3bWwyWnNjbHFjR2RKNjU2NjN1S1RjTlRoNUJ4MGhRaVhKb3Z2ajRWUUJ6V21z?oc=5|
2026-07-27|OTT/랭킹|중화권 OTT MOA, 신작 라인업 공개···연간 이용권 50% 할인 - 이뉴스투데이||OTT,신작,공개,라인업,중화권,MOA,연간,이용권,50,할인,이뉴스투데이|중화권 OTT MOA, 신작 라인업 공개···연간 이용권 50% 할인 이뉴스투데이|https://news.google.com/rss/articles/CBMicEFVX3lxTE9WSGNoNUdaaEk5S2hnWjlEUDBzcndGZDI2RUFyc0ZnaENleURhY1FNUk50WFBsT2FPT2MxTU1tTEoxc0xsXzh2R05fd2FnbzRTWDZ3V1lXdHFkUkxZcmFtUEduRS10Nm1oMmppWFpKeULSAXRBVV95cUxQcXE4VHhxM1BrZi1uRjNvYTBPT21qaGVDS2xkYXB3WUhFNU5UZnlhSUxzV2FjQVpOR1ZJdkY3clcwTXQxbS0yanlYeWFRUFloYWtFTUpxdVUyczlPR3F2STRheWN1dVZNMWtsSjBZaVBGNXlYOQ?oc=5|
2026-07-27|온라인 화제 기사|"'김부장' 서수민 ""SNS 영상 200만 뷰 화제→배우·아이돌 회사서 연락 多→배우로 데뷔했죠"" [인터뷰①] - starnewskorea.com"|인터뷰①|드라마,SNS,화제,아이돌,배우,인터뷰,김부장,서수민,200만,회사서,연락,배우로,데뷔했죠,starnewskorea,com|"'김부장' 서수민 ""SNS 영상 200만 뷰 화제→배우·아이돌 회사서 연락 多→배우로 데뷔했죠"" [인터뷰①] starnewskorea.com"|https://news.google.com/rss/articles/CBMic0FVX3lxTE9Danl3aGJkMXhVZHh1TTFoTDEzQUVrNFdzYTZjYVQ0Wmc3RXpfVkllb211cXZHSUU1WTNlWXRQM3NxeTE4OGY3NjJGb0pMX0ZnNFNORjd4cFV1TmNVd3ljOWdhMEJua2U0M0dFZ1RNeGZ3akU?oc=5|
2026-07-27|뉴스·공식자료|'내일도 출근!' 서인국, 박지현 위해 회사 떠날 결심...시청률 소폭 상승 4.6% [종합] - 아이즈(ize)|종합|드라마,시청률,상승,내일도,출근,서인국,박지현,위해,회사,떠날,결심,소폭,종합,아이즈,ize|'내일도 출근!' 서인국, 박지현 위해 회사 떠날 결심...시청률 소폭 상승 4.6% [종합] 아이즈(ize)|https://www.ize.co.kr/news/articleView.html?idxno=79301|https://cdn.ize.co.kr/news/thumbnail/202607/79301_121648_359_v150.jpg
2026-07-27|뉴스·공식자료|KBS 일낼까…첫방 11.7%→단 2회 만에 13% 뚫은 ‘한국 드라마’ - 위키트리|KBS 일낼까|드라마,시청률,상승,KBS,일낼까,첫방,11,2회,만에,13,뚫은,위키트리|KBS 일낼까…첫방 11.7%→단 2회 만에 13% 뚫은 ‘한국 드라마’ 위키트리|https://www.wikitree.co.kr/articles/1148602|https://cdnweb01.wikitree.co.kr/webdata/editor/202607/27/202607270820494200.jpg
2026-07-27|온라인 화제·뉴스|나홍진→이창동→연상호...한국 영화 거장 작품들 줄줄이 개봉 '극장가 활활' [종합] - v.daum.net|종합|영화,신작,개봉,나홍진,이창동,연상호,거장,작품들,줄줄이,극장가,활활,종합,daum,net|나홍진→이창동→연상호...한국 영화 거장 작품들 줄줄이 개봉 '극장가 활활' [종합] v.daum.net|https://v.daum.net/v/QUiUFaoML5|https://img1.daumcdn.net/thumb/S1200x630/?fname=https://t1.daumcdn.net/news/202607/27/HockeyNewsKorea/20260727143956510xljr.jpg
2026-07-27|온라인 화제·뉴스|‘47.9%’ 복수의 여신 귀환…첫방 전인데 반응 심상찮은 ‘한국 드라마’ - 위키트리|47.9%|드라마,신작,공개,첫방,47,복수의,여신,귀환,전인데,반응,심상찮은,위키트리|‘47.9%’ 복수의 여신 귀환…첫방 전인데 반응 심상찮은 ‘한국 드라마’ 위키트리|https://www.wikitree.co.kr/articles/1148674|https://cdnweb01.wikitree.co.kr/webdata/editor/202607/27/202607271416582327.jpg
2026-07-27|온라인 화제·뉴스|이번 주 수요일 영화 개봉작에 대한 리뷰를 읽어보세요. - Sortir à Paris|이번 주 수요일 영화 개봉작에 대한|영화,신작,리뷰,개봉,이번,수요일,개봉작에,대한,리뷰를,읽어보세요,Sortir,Paris|이번 주 수요일 영화 개봉작에 대한 리뷰를 읽어보세요. Sortir à Paris|https://www.sortiraparis.com/ko/palieseo-hal-il/yeonghwa-silijeu-chugje/guides/67450-2026nyeon-7wol-29il-geugjang-eseo-gaebonghaneun-yeonghwadeul-seupaideomaen-gyeong-iloun-achimdeul-hwang-geum-samgaghyeong|https://cdn.sortiraparis.com/images/80/69688/1301962-spider-man-brand-new-day-tom-holland.jpg
2026-07-27|온라인 화제·뉴스|나홍진→이창동→연상호...한국 영화 거장 작품들 줄줄이 개봉 '극장가 활활' [종합] - v.daum.net|종합|영화,신작,개봉,나홍진,이창동,연상호,거장,작품들,줄줄이,극장가,활활,종합,daum,net|나홍진→이창동→연상호...한국 영화 거장 작품들 줄줄이 개봉 '극장가 활활' [종합] v.daum.net|https://v.daum.net/v/20260727143954298|https://img1.daumcdn.net/thumb/S1200x630/?fname=https://t1.daumcdn.net/news/202607/27/HockeyNewsKorea/20260727143956510xljr.jpg
2026-07-26|극장/박스오피스|“북미 평일 상영까지 매진”…‘오디세이’, 글로벌 수익 1조 ‘눈앞’ - 일간스포츠|북미 평일 상영까지 매진|영화,박스오피스,흥행,북미,평일,상영까지,매진,오디세이,글로벌,수익|극장/박스오피스에서 '“북미 평일 상영까지 매진”…‘오디세이’, 글로벌 수익 1조 ‘눈앞’ - 일간스포츠' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMiW0FVX3lxTE9uU081SlZHSUl1elRaSzdheTFDZmF4SUx3VDZFa0JYU2NzUUdhclhGcksyUG1aZHRnS3ZWdlk2bDZUUDRfTFJKRmVCdDIzaXVZbHV5b3BuclN5X0E?oc=5|
2026-07-26|극장/박스오피스|나홍진 ‘호프’, 2주차 주말도 ‘올킬’…400만 향한 질주 [IS차트] - 일간스포츠|나홍진 ‘호프’, 2주차 주말도 ‘올킬’…400만 향한|영화,박스오피스,영화진흥위원회,나홍진,호프,2주차,주말도,올킬,400만,향한,질주|극장/박스오피스에서 '나홍진 ‘호프’, 2주차 주말도 ‘올킬’…400만 향한 질주 [IS차트] - 일간스포츠' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMiW0FVX3lxTE80MGxTM0lIZG54d0FsWmkyRDBaYm9jRTJwYnFIQko3SDk1UFYxUGJJQU1JVlphbklRU2hoanhHZkZfY3Y3aGhxZkVheW9QZ0o4U2NnMEpFN2s0WFU?oc=5|
2026-07-26|OTT/랭킹|이번 주 넷플릭스 추천작 - - 브런치|이번 주 넷플릭스 추천작|드라마,넷플릭스,한국,이번,추천작,브런치,href,https,news|OTT/랭킹에서 '이번 주 넷플릭스 추천작 - - 브런치' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMiR0FVX3lxTE1BQlNFWUU3Uk84aDFST0c2WmFjVmR2WHotM0pua0Ewak04S0RRZ29Ba1Y1YTU1X1RHQVpCX3NHcURjSkN1dlV3?oc=5|
2026-07-26|뉴스/공식자료|'야구여왕2', 목요 예능 최강자 등극…화제성 차트 점령 - 네이트|야구여왕2|예능,화제,야구여왕2,목요,최강자,등극,화제성,차트,점령|뉴스/공식자료에서 ''야구여왕2', 목요 예능 최강자 등극…화제성 차트 점령 - 네이트' 관련 이슈가 확인됨.|https://news.google.com/rss/articles/CBMibEFVX3lxTE9jSzRoZm52c01kanBiMVlBN1ZlR1hxeVV3RGcxN25PT1ZhVUZSazh0andQZTI1SGJLa0VMb2IyVGlQbHRkLUtvd2FwS3Z4cXdkLTc4cUVKWVBzNHRHMzlDVHlwckdpQTlKVVdvUg?oc=5|
